collection_no,occurrence_no,accepted_name,early_interval,late_interval,max_ma,min_ma,plng,plat,MAT,seasonal_temp,MAP,seasonal_precip
79523,837516,Chaoyangopterus zhangi,Aptian,NA,121.4,113,118.907227116062,45.1266786005897,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
90046,837517,Liaoningopterus gui,Aptian,NA,121.4,113,118.878751649,45.2344223363913,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92903,837521,Eopteranodon lii,Late Barremian,Early Aptian,125.77,119.5,121.89054445667,44.1059237388025,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92652,837536,Huaxiapterus jii,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92652,837537,Huaxiapterus corollatus,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92905,837538,Huaxiapterus benxiensis,Aptian,NA,121.4,113,118.878751649,45.2344223363913,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
92652,837539,Jidapterus edentus,Aptian,NA,121.4,113,119.134425619577,45.3126206507304,13.67656860351564,46.2310180664062,3.811698782859215e-5,4.80274557048688e-5
79521,837540,Eosipterus yangi,Late Barremian,Early Aptian,125.77,119.5,122.39482820039,43.8313117136425,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92906,837541,Cathayopterus grabaui,Late Barremian,Early Aptian,125.77,119.5,120.610280731281,43.396196901727,16.053865051269547,42.35748291015628,2.701409963871509e-5,3.1523857614956796e-5
92908,837543,Elanodactylus prolatus,Late Barremian,Early Aptian,125.77,119.5,122.041001450753,43.9216893261999,15.01529337565106,46.536041259765604,2.7562593155986793e-5,2.62482844846091e-5
92914,837566,Gnathosaurus macrurus,Berriasian,NA,145,139.8,7.78897956199904,41.5313300269363,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92914,837568,Plataleorhynchus streptophorodon,Berriasian,NA,145,139.8,7.78897956199904,41.5313300269363,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92914,837569,Ctenochasmatidae,Berriasian,NA,145,139.8,7.78897956199904,41.5313300269363,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92915,837570,Ctenochasmatidae,Berriasian,NA,145,139.8,7.83252531911503,41.5055762061322,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92914,837571,Pterodactyloidea,Berriasian,NA,145,139.8,7.78897956199904,41.5313300269363,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92914,837572,Pterodactyloidea,Berriasian,NA,145,139.8,7.78897956199904,41.5313300269363,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92915,837573,Pterodactyloidea,Berriasian,NA,145,139.8,7.83252531911503,41.5055762061322,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92916,837574,Pterodactyloidea,Berriasian,NA,145,139.8,7.83208560284402,41.522238953374,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92916,837575,Ornithocheiridae,Berriasian,NA,145,139.8,7.83208560284402,41.522238953374,19.556359863281266,40.34735107421873,3.0539456702172174e-5,2.7079094252258e-5
92917,837577,Ornithocheirus,Barremian,Early Aptian,125.77,119.5,9.59568657443261,40.6710579118585,21.49632924397787,26.1749267578125,3.314105015306267e-5,2.33128303079866e-5
92919,837583,Coloborhynchus clavirostris,Late Berriasian,Valanginian,140.6,132.6,10.3576840684199,41.5619794211286,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
92919,837584,Serradraco sagittirostris,Late Berriasian,Valanginian,140.6,132.6,10.3576840684199,41.5619794211286,20.53062082926434,37.852874755859375,2.5897714901172233e-5,2.5789696337597003e-5
92920,837587,Lonchodectes platystomus,Albian,NA,113,100.5,5.5425507483153,40.1035099428103,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
92920,837588,Pterodactyloidea,Albian,NA,113,100.5,5.5425507483153,40.1035099428103,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
91586,837589,Ornithocheirus wiedenrothi,Early Hauterivian,NA,132.6,125.77,18.3286521156402,43.1479477721233,20.129027303059914,31.771362304687532,3.7718053969607944e-5,4.22490566052147e-5
93217,840603,Pteranodon,Santonian,NA,86.3,83.6,-67.8883327752061,42.2005282883264,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93218,840604,Pteranodon,Late Santonian,NA,86.3,83.6,-67.8792503572911,42.218802364497,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93220,840606,Pteranodon,Santonian,NA,86.3,83.6,-67.8528727405619,42.1866701197651,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93221,840608,Pteranodon,Santonian,NA,86.3,83.6,-67.8528727405619,42.1866701197651,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93220,840611,Pteranodon,Santonian,NA,86.3,83.6,-67.8528727405619,42.1866701197651,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93217,840612,Pteranodon,Santonian,NA,86.3,83.6,-67.8883327752061,42.2005282883264,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93219,840613,Pteranodon,Late Coniacian,Santonian,89.8,83.6,-67.588137050674,41.9783901891631,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93225,840614,Pteranodon,Santonian,NA,86.3,83.6,-67.588137050674,41.9783901891631,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93233,840822,Pteranodon,Santonian,NA,86.3,83.6,-66.245937073833,42.3522018327075,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93225,840823,Nyctosaurus,Santonian,NA,86.3,83.6,-67.588137050674,41.9783901891631,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93234,841086,Pteranodon longiceps,Santonian,NA,86.3,83.6,-67.3735529071696,41.9891292364546,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
83471,841811,Austriadactylus cristatus,Alaunian,Sevatian,216.7,208.5,15.5322479224183,24.1987793170808,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
93380,842015,Nyctosaurus,Late Coniacian,Early Santonian,89.8,83.6,-66.3740075255956,42.021880217126,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93381,842016,Nyctosaurus,Late Coniacian,Early Santonian,89.8,83.6,-66.3889743517263,42.0421691708572,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93383,842018,Pteranodon sternbergi,Late Coniacian,Early Santonian,89.8,83.6,-66.1342313048908,42.2815270266174,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93384,842019,Pteranodon sternbergi,Late Coniacian,Early Santonian,89.8,83.6,-66.7607457705649,41.8595381362326,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93386,842021,Pteranodon longiceps,Santonian,NA,86.3,83.6,-66.3658234681463,42.3273117266989,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
84697,842022,Nyctosaurus bonneri,Santonian,NA,86.3,83.6,-67.5248791486673,41.9988646842412,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93387,842023,Pteranodon longiceps,Late Santonian,NA,86.3,83.6,-67.2783850751957,42.0647900792602,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93388,842024,Nyctosaurus nanus,Late Coniacian,Early Santonian,89.8,83.6,-66.0463847546986,42.2192168272071,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93389,842025,Nyctosaurus gracilis,Late Santonian,NA,86.3,83.6,-66.9446145646103,41.9886975769555,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93390,842026,Nyctosaurus gracilis,Late Coniacian,Santonian,89.8,83.6,-67.4377380457066,41.9441831145076,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93391,842027,Pteranodon longiceps,Santonian,NA,86.3,83.6,-67.8521124545578,42.0034974849788,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93387,842094,Pteranodon longiceps,Late Santonian,NA,86.3,83.6,-67.2783850751957,42.0647900792602,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93225,842095,Pteranodon longiceps,Santonian,NA,86.3,83.6,-67.588137050674,41.9783901891631,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93422,842096,Pteranodon longiceps,Santonian,NA,86.3,83.6,-67.8344419167512,42.179583372492,24.1589090983073,14.785949707031296,2.0946898435643846e-5,4.24846200530737e-5
93870,844034,Sericipterus wucaiwanensis,Oxfordian,NA,161.5,154.8,91.2847361722529,46.7853250068361,10.476182556152358,45.0630493164063,2.500075898600091e-5,2.9940090826130462e-5
93872,844039,Aetodactylus halli,Middle Cenomanian,NA,100.5,93.9,-63.3793944832074,31.7224464429714,33.035628255208344,28.3683776855469,1.5966307955750377e-5,4.1909967876563274e-5
93873,844040,Pterosauria,Late Campanian,Early Maastrichtian,83.6,66,-110.443978512662,74.5636202649049,1.9624649047851768,37.8298950195313,2.2352205557278158e-5,1.8785437532642397e-5
93874,844041,Cretornis hlavaci,Middle Turonian,Late Turonian,93.9,89.8,15.1068111886728,40.2779594113157,26.392900085449234,15.7198486328125,2.8414550191276547e-5,4.6349240619747434e-5
93995,844913,Azhdarchidae,Late Cenomanian,Early Turonian,100.5,89.8,123.703180789476,44.5272248581219,16.0828567504883,41.62646484374998,6.070806133114577e-5,6.05759014433715e-5
87222,844914,Pteraichnus nipponensis,Aptian,NA,121.4,113,135.776140253203,48.456778160696,11.753668721516949,43.6656494140625,4.82255915509692e-5,3.4561249776743305e-5
94083,845865,Pterosauria,Neocomian,NA,145,125.77,18.0828535185353,42.9003361642308,19.08175048828127,36.38577270507815,3.6199683563609135e-5,2.5293380531366e-5
94085,845872,Ctenochasma roemeri,Berriasian,NA,145,139.8,17.4077307225418,43.4814083159404,17.94173329671225,37.13299560546873,3.903236620317331e-5,2.2067260943003903e-5
94107,845924,Pteraichnus,Early Kimmeridgian,NA,154.8,152.2,27.2583635675153,43.4010944590253,20.511145528157577,38.74978637695315,3.6067235744970595e-5,3.70897187167429e-5
53950,845925,Pterosauria,Early Albian,NA,113,109.9,11.5916995763491,38.3055324775114,22.608659362792984,24.8801879882812,4.301955368646305e-5,3.1281078918255e-5
94138,846123,Ornithocheirus,Hauterivian,NA,132.6,125.77,14.5940687540344,39.1173268235294,21.008660888671876,30.51205444335933,3.8527228753082434e-5,2.9815601010341204e-5
94140,846125,Ornithocheiroidea,Hauterivian,NA,132.6,125.77,13.807352280869,38.9067930809015,21.008660888671876,30.51205444335933,3.8527228753082434e-5,2.9815601010341204e-5
85311,846128,Ornithocheirus,Middle Albian,NA,109.9,106.2,10.9748471587485,37.7300654394024,22.608659362792984,24.8801879882812,4.301955368646305e-5,3.1281078918255e-5
94144,846133,Pteraichnus,Kimmeridgian,NA,154.8,149.2,6.10660766447498,36.5517365038622,23.000410970052094,15.282409667968796,1.8687256973256214e-5,2.286636663484383e-5
94145,846134,Pteraichnus,Kimmeridgian,NA,154.8,149.2,6.04213171553912,36.570903731368,23.000410970052094,15.282409667968796,1.8687256973256214e-5,2.286636663484383e-5
94146,846135,Pteraichnus,Kimmeridgian,NA,154.8,149.2,6.09198379274011,36.5534901317204,23.000410970052094,15.282409667968796,1.8687256973256214e-5,2.286636663484383e-5
94147,846136,Pteraichnus,Kimmeridgian,NA,154.8,149.2,6.1909048908798,36.4808561386368,23.000410970052094,15.282409667968796,1.8687256973256214e-5,2.286636663484383e-5
94148,846142,Pteraichnus,Late Maastrichtian,NA,72.1,66,-87.9423818169188,47.5776855668092,16.812165832519554,35.252471923828125,1.788800049477384e-5,4.070242539455651e-5
94207,846844,Eudimorphodon ranzii,Sevatian,NA,213.2,208.5,13.0125971796122,26.943930303118,28.758370971679692,8.428405761718697,2.039913435207078e-5,7.321272914850847e-5
59639,846845,Eudimorphodon ranzii,Alaunian,NA,216.7,213.2,13.1540771834396,24.5642510063283,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
59639,846846,Peteinosaurus zambelli,Alaunian,NA,216.7,213.2,13.1540771834396,24.5642510063283,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
59639,846848,Peteinosaurus zambelli,Alaunian,NA,216.7,213.2,13.1540771834396,24.5642510063283,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
36377,846849,Eudimorphodon ranzii,Alaunian,NA,216.7,213.2,13.0369549343131,24.5049202789483,28.742481486002617,8.1668701171875,1.8622824853764548e-5,6.75749847687257e-5
59639,846850,Pterosauria,Alaunian,NA,216.7,213.2,13.1540771834396,24.5642510063283,28.712024943033875,7.626708984375,2.2896141634494886e-5,7.875447954575063e-5
92109,846853,Eudimorphodon,Rhaetian,NA,208.5,201.4,8.5101019166435,34.7421745663714,26.95032908121747,37.95889282226565,6.387503863910148e-6,8.5773438058823e-6
39160,846870,Pterosauria,Norian,NA,227,208.5,-51.708944720791,10.1886835636664,29.6817845662435,5.2905883789063,1.4622189689394995e-5,6.065055975845727e-5
94210,846914,Aerodraco sedgwickii,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846915,Camposipterus nasutus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846917,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846918,Ornithocheirus simus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846921,Lonchodectes microdon,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846922,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846923,Lonchodectes microdon,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846924,Anhanguera cuvieri,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846925,Camposipterus nasutus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846926,Lonchodectes microdon,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846927,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846929,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846930,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846931,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846933,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846934,Nicorhynchus capito,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846935,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846936,Lonchodectes platystomus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846937,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846938,Anhanguera cuvieri,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846939,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846940,Ornithocheirus simus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846983,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846984,Anhanguera cuvieri,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846986,Nicorhynchus capito,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846991,Ornithostoma sedgwicki,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94210,846996,Ornithocheirus,Late Albian,NA,106.2,100.5,4.65377659546407,41.2080987250319,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
45880,847029,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.67306010992428,41.2139940312043,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
94248,847030,Pterodactyloidea,Late Albian,NA,106.2,100.5,4.25778431754708,40.9947420576805,23.922967529296894,16.435516357421797,2.378033461051625e-5,3.949894880861392e-5
